日付,始値,高値,安値,終値,出来高,調整後終値
2021/7/2,7280,7350,7260,7330,342700,7330
2021/7/1,7340,7380,7250,7280,285900,7280
2021/6/30,7360,7400,7330,7330,451300,7330
2021/6/29,7410,7470,7340,7470,371600,7470
2021/6/28,7440,7450,7360,7430,255000,7430
2021/6/25,7450,7470,7400,7450,264900,7450
2021/6/24,7360,7390,7270,7380,248700,7380
2021/6/23,7380,7520,7380,7410,354400,7410
2021/6/22,7240,7390,7220,7360,660900,7360
2021/6/21,7330,7340,7000,7090,729200,7090
2021/6/18,7440,7460,7330,7410,557300,7410
2021/6/17,7370,7390,7310,7310,311600,7310
2021/6/16,7390,7460,7370,7420,293800,7420
2021/6/15,7320,7470,7310,7440,446500,7440
2021/6/14,7260,7310,7220,7280,212400,7280
2021/6/11,7230,7250,7100,7160,541300,7160
2021/6/10,7050,7220,7040,7180,334400,7180
2021/6/9,7060,7070,6990,7050,267800,7050
2021/6/8,7230,7240,7060,7090,276600,7090
2021/6/7,7250,7260,7140,7150,323400,7150
2021/6/4,7080,7140,7000,7110,338700,7110
2021/6/3,7080,7180,7040,7090,356900,7090
2021/6/2,7030,7150,7020,7140,426100,7140
2021/6/1,7150,7190,6990,7080,295700,7080
2021/5/31,7200,7290,7090,7110,415300,7110
2021/5/28,7160,7310,7140,7290,745800,7290
2021/5/27,6930,7010,6820,7010,1345500,7010
2021/5/26,6790,6890,6790,6860,349300,6860
2021/5/25,6730,6840,6690,6840,391000,6840
2021/5/24,6750,6820,6670,6730,366000,6730
2021/5/21,6800,6840,6740,6790,371300,6790
2021/5/20,6770,6820,6720,6760,382700,6760
2021/5/19,6880,6980,6790,6830,461800,6830
2021/5/18,6760,7000,6750,6980,586200,6980
2021/5/17,6920,6930,6750,6800,342400,6800
2021/5/14,6790,6910,6720,6870,631100,6870
2021/5/13,6740,6850,6700,6730,524800,6730
2021/5/12,6770,6920,6650,6790,857300,6790
2021/5/11,6850,6850,6640,6670,553000,6670
2021/5/10,6850,6980,6790,6920,502200,6920
2021/5/7,6900,7000,6850,6860,652600,6860
2021/5/6,6800,6950,6730,6910,791800,6910
2021/4/30,6770,6770,6590,6710,602400,6710
2021/4/28,6760,6830,6700,6730,536600,6730
2021/4/27,6580,6930,6480,6840,1282300,6840
2021/4/26,6450,6610,6440,6560,573100,6560
2021/4/23,6380,6460,6330,6440,314000,6440
2021/4/22,6400,6520,6350,6510,651300,6510
2021/4/21,6230,6270,6190,6230,633900,6230
2021/4/20,6490,6520,6280,6320,588700,6320
2021/4/19,6550,6640,6500,6580,409600,6580
2021/4/16,6580,6610,6530,6550,367600,6550
2021/4/15,6450,6580,6440,6490,213300,6490
2021/4/14,6520,6570,6470,6540,352500,6540
2021/4/13,6610,6620,6520,6530,355200,6530
2021/4/12,6640,6660,6550,6560,299600,6560
2021/4/9,6580,6740,6580,6630,757800,6630
2021/4/8,6650,6650,6500,6530,493900,6530
2021/4/7,6660,6680,6590,6640,535800,6640
2021/4/6,6710,6810,6590,6610,637200,6610
2021/4/5,6830,6830,6660,6670,510900,6670
2021/4/2,6830,6850,6740,6770,413300,6770
2021/4/1,6590,6780,6570,6730,566000,6730
2021/3/31,6670,6710,6590,6590,485100,6590
2021/3/30,6690,6760,6630,6760,507500,6760
2021/3/29,6710,6740,6620,6700,614200,6700
2021/3/26,6620,6730,6580,6630,558700,6630
2021/3/25,6400,6600,6390,6580,584700,6580
2021/3/24,6470,6570,6410,6460,950200,6460
2021/3/23,6590,6600,6490,6490,797800,6490
2021/3/22,6850,6850,6480,6490,1424000,6490
2021/3/19,7230,7330,6940,7000,1127700,7000
2021/3/18,7120,7300,7110,7290,510600,7290
2021/3/17,7100,7120,7060,7110,316600,7110
2021/3/16,7030,7100,6960,7030,458800,7030
2021/3/15,7070,7110,7010,7050,431000,7050
2021/3/12,6900,7060,6860,7040,1015200,7040
2021/3/11,6910,7000,6900,6920,475700,6920
2021/3/10,6970,6980,6870,6880,504700,6880
2021/3/9,6950,7010,6880,6970,507100,6970
2021/3/8,6890,7000,6850,6880,601500,6880
2021/3/5,7000,7010,6840,6930,590300,6930
2021/3/4,7110,7110,6940,6990,488200,6990
2021/3/3,7330,7330,7100,7120,460800,7120
2021/3/2,7270,7320,7160,7180,360000,7180
2021/3/1,7180,7340,7150,7240,395700,7240
2021/2/26,7300,7300,7000,7030,684900,7030
2021/2/25,7460,7490,7320,7330,483300,7330
2021/2/24,7420,7440,7290,7330,603000,7330
2021/2/22,7510,7520,7400,7400,383100,7400
2021/2/19,7480,7510,7380,7480,461100,7480
2021/2/18,7740,7890,7590,7630,613400,7630
2021/2/17,7640,7720,7570,7590,396700,7590
2021/2/16,7360,7770,7360,7680,634900,7680
2021/2/15,7240,7370,7170,7360,312000,7360
2021/2/12,7440,7450,7200,7240,594200,7240
2021/2/10,7300,7380,7200,7380,504800,7380
2021/2/9,7400,7400,7200,7320,590500,7320
2021/2/8,7220,7390,7190,7360,627900,7360
2021/2/5,7040,7260,6980,7210,663900,7210
2021/2/4,7400,7410,6900,6940,845000,6940
2021/2/3,7230,7390,7230,7390,412800,7390
2021/2/2,7270,7330,7200,7290,418200,7290
2021/2/1,7350,7370,7230,7270,449000,7270
2021/1/29,7420,7560,7360,7380,539100,7380
2021/1/28,7400,7490,7380,7450,646000,7450
2021/1/27,7570,7630,7500,7570,313500,7570
2021/1/26,7570,7570,7470,7490,322900,7490
2021/1/25,7500,7570,7480,7570,255500,7570
2021/1/22,7440,7550,7400,7510,358700,7510
