日付,始値,高値,安値,終値,出来高,調整後終値
2021/7/2,414,419,413,418,4075200,418
2021/7/1,410,414,409,412,3799200,412
2021/6/30,414,416,407,407,5048000,407
2021/6/29,420,423,415,416,3394100,416
2021/6/28,430,432,425,427,3536900,427
2021/6/25,431,432,426,428,3888600,428
2021/6/24,423,427,417,427,3937800,427
2021/6/23,421,427,419,424,3941500,424
2021/6/22,417,426,416,423,5738000,423
2021/6/21,409,409,399,401,4746600,401
2021/6/18,415,419,412,414,5210100,414
2021/6/17,425,430,417,419,4201600,419
2021/6/16,415,421,414,417,3208000,417
2021/6/15,410,418,409,415,2764100,415
2021/6/14,407,413,401,410,4273800,410
2021/6/11,407,407,397,403,5438900,403
2021/6/10,405,412,403,409,3154300,409
2021/6/9,414,416,407,408,2030900,408
2021/6/8,415,420,412,417,2295600,417
2021/6/7,419,419,411,411,2923100,411
2021/6/4,421,423,412,414,2372700,414
2021/6/3,412,425,412,414,2982500,414
2021/6/2,412,421,410,415,4327700,415
2021/6/1,403,409,399,408,4611600,408
2021/5/31,413,414,400,401,3793200,401
2021/5/28,411,418,409,417,3230300,417
2021/5/27,409,415,402,403,9940900,403
2021/5/26,420,425,416,417,3015200,417
2021/5/25,424,429,423,424,3005100,424
2021/5/24,418,428,418,423,2374100,423
2021/5/21,423,424,416,417,2676100,417
2021/5/20,418,427,417,425,2899000,425
2021/5/19,422,431,418,421,3832600,421
2021/5/18,429,435,426,427,3006600,427
2021/5/17,424,430,418,423,2534400,423
2021/5/14,415,426,414,423,3131000,423
2021/5/13,426,430,408,410,5867600,410
2021/5/12,420,431,418,428,3750800,428
2021/5/11,432,435,423,424,4393900,424
2021/5/10,431,438,429,437,3734700,437
2021/5/7,431,438,429,431,3582400,431
2021/5/6,421,433,418,427,6445600,427
2021/4/30,415,418,409,410,3092100,410
2021/4/28,415,419,413,415,3176600,415
2021/4/27,410,415,407,413,3324200,413
2021/4/26,420,423,412,414,2438400,414
2021/4/23,414,418,413,417,2121600,417
2021/4/22,417,419,412,415,3102700,415
2021/4/21,409,416,408,412,4259100,412
2021/4/20,423,424,412,416,3747700,416
2021/4/19,423,429,419,425,2276200,425
2021/4/16,431,432,421,424,2749000,424
2021/4/15,433,437,427,430,2381200,430
2021/4/14,426,432,421,429,2894400,429
2021/4/13,431,436,430,431,2409300,431
2021/4/12,435,439,429,432,2649800,432
2021/4/9,433,437,430,431,3882000,431
2021/4/8,442,442,427,430,4065000,430
2021/4/7,441,445,436,442,2853200,442
2021/4/6,454,455,439,441,3538600,441
2021/4/5,449,460,449,455,2784900,455
2021/4/2,452,457,444,448,1887200,448
2021/4/1,445,455,444,449,4318200,449
2021/3/31,452,456,448,449,3984800,449
2021/3/30,456,462,451,458,4670900,458
2021/3/29,472,475,461,468,4678200,468
2021/3/26,472,473,464,467,4573400,467
2021/3/25,459,468,458,465,3810300,465
2021/3/24,464,465,451,454,5561400,454
2021/3/23,488,488,470,476,5028200,476
2021/3/22,496,497,486,490,4522900,490
2021/3/19,495,503,492,499,8504900,499
2021/3/18,470,495,470,490,7843200,490
2021/3/17,459,467,455,467,3325100,467
2021/3/16,458,462,455,460,3915200,460
2021/3/15,463,468,457,464,3440900,464
2021/3/12,457,457,445,456,5432300,456
2021/3/11,460,464,457,460,3203400,460
2021/3/10,452,459,444,458,3714500,458
2021/3/9,452,463,450,459,5399100,459
2021/3/8,435,442,432,438,3717100,438
2021/3/5,431,432,424,429,3367000,429
2021/3/4,427,431,421,427,2941000,427
2021/3/3,426,427,420,426,2327600,426
2021/3/2,425,427,418,422,2627600,422
2021/3/1,414,424,412,423,2960900,423
2021/2/26,429,431,411,411,4251200,411
2021/2/25,435,438,428,432,3134000,432
2021/2/24,437,437,426,427,3989100,427
2021/2/22,431,436,425,426,2752200,426
2021/2/19,423,426,415,416,2144400,416
2021/2/18,426,429,418,421,2797300,421
2021/2/17,426,432,425,426,3217900,426
2021/2/16,404,427,402,422,4884300,422
2021/2/15,401,407,400,404,3014300,404
2021/2/12,399,400,395,398,2706300,398
2021/2/10,400,400,393,398,2518000,398
2021/2/9,411,411,394,399,3873000,399
2021/2/8,397,413,397,411,4905100,411
2021/2/5,392,398,387,394,3560100,394
2021/2/4,394,398,384,388,4184200,388
2021/2/3,388,398,386,398,2832800,398
2021/2/2,385,387,381,385,2635200,385
2021/2/1,378,389,377,385,2673500,385
2021/1/29,382,384,377,379,3895600,379
2021/1/28,383,386,377,380,11851000,380
2021/1/27,396,396,386,387,4162000,387
2021/1/26,393,396,391,392,2921500,392
2021/1/25,389,395,388,393,2691400,393
2021/1/22,384,388,379,387,3762800,387
2021/1/21,391,397,387,388,2166800,388
2021/1/20,393,393,385,391,2802800,391
2021/1/19,392,396,389,391,2119900,391
2021/1/18,388,393,387,391,2079500,391
2021/1/15,397,399,391,391,3004100,391
2021/1/14,387,399,385,396,4018700,396
2021/1/13,393,396,387,388,4036100,388
2021/1/12,376,382,373,380,3896000,380
2021/1/8,366,372,364,371,3210600,371
2021/1/7,366,369,362,364,4171600,364
2021/1/6,351,360,351,358,2802800,358
2021/1/5,350,353,348,349,2787800,349
2021/1/4,361,361,353,356,2165600,356
2020/12/30,368,368,362,363,2795300,363
2020/12/29,366,368,363,367,2547500,367
2020/12/28,365,366,359,362,2289000,362
2020/12/25,359,367,359,364,1638800,364
2020/12/24,359,364,358,361,2081500,361
2020/12/23,354,355,349,354,3123800,354
2020/12/22,365,366,359,359,2214800,359
2020/12/21,369,373,363,366,3049900,366
2020/12/18,365,368,363,364,3587700,364
2020/12/17,370,371,364,365,2464400,365
2020/12/16,376,378,370,371,2152200,371
2020/12/15,372,375,370,372,2510700,372
2020/12/14,381,386,378,380,2282000,380
2020/12/11,372,382,372,380,3917300,380
