日付,始値,高値,安値,終値,出来高,調整後終値
2021/7/2,465.6,470.6,465.1,470.2,12416700,470.2
2021/7/1,471.7,472.5,464.3,465.6,8072100,465.6
2021/6/30,468,468.5,464.2,464.9,8779300,464.9
2021/6/29,467.6,473.3,459.1,466.1,19065000,466.1
2021/6/28,477.1,479.3,473.4,475.6,8985500,475.6
2021/6/25,473.9,476.3,472.7,475.4,13680200,475.4
2021/6/24,468.5,470.9,464.3,470.1,11987300,470.1
2021/6/23,464.2,468.5,463.2,468.4,10772600,468.4
2021/6/22,466,469,461.8,466,17516700,466
2021/6/21,452.5,455.7,449.8,454.8,20905400,454.8
2021/6/18,469.8,471.1,459.2,463.6,32068300,463.6
2021/6/17,475.2,480.5,475.2,475.6,17590900,475.6
2021/6/16,472.6,478.8,471.1,474,17541100,474
2021/6/15,466.5,472.3,466.2,470.8,12448900,470.8
2021/6/14,470,470.6,466,468.5,9730500,468.5
2021/6/11,465,470.7,462.5,468.7,18231200,468.7
2021/6/10,469.3,469.5,464,464.8,13344900,464.8
2021/6/9,468,471.7,466.3,468.8,12609800,468.8
2021/6/8,469.5,473.6,467,473.3,10007200,473.3
2021/6/7,478.8,480.9,472.4,474.8,11962000,474.8
2021/6/4,467.2,475,467.1,474.5,17848300,474.5
2021/6/3,465.2,468.5,463.7,467,10875900,467
2021/6/2,469.5,470.4,462.2,463.6,16609100,463.6
2021/6/1,455.5,456.6,451.1,456.3,11361100,456.3
2021/5/31,452.1,454.3,448.7,452.5,12872200,452.5
2021/5/28,452.1,458.4,452.1,455,18212800,455
2021/5/27,449.5,451.5,445.6,447.6,23623400,447.6
2021/5/26,453,454.8,448.8,450.9,24403500,450.9
2021/5/25,459.2,460.8,457,458,14411300,458
2021/5/24,456.1,461.7,455,456.3,16489600,456.3
2021/5/21,459.5,460.6,451.1,453.6,25707100,453.6
2021/5/20,465.5,466.4,458.1,459.6,20257800,459.6
2021/5/19,470.2,472.4,467,469.1,22678900,469.1
2021/5/18,464.1,478.5,463.6,473.9,27269000,473.9
2021/5/17,467.7,468.1,459.5,462,16209000,462
2021/5/14,466.9,468.1,462.1,463.1,18935100,463.1
2021/5/13,469,472.1,461.5,462.1,27983800,462.1
2021/5/12,495,498,470.3,472.8,40244000,472.8
2021/5/11,503.2,509.8,496,499.6,20822100,499.6
2021/5/10,500,512.2,499.9,507.5,33536300,507.5
2021/5/7,487,490.9,482.8,490.2,12481700,490.2
2021/5/6,483,492,482.5,487.9,29072200,487.9
2021/4/30,471.8,474.6,468.3,471.2,17666800,471.2
