日付,始値,高値,安値,終値,出来高,調整後終値
2021/7/2,6580,6600,6460,6480,379000,6480
2021/7/1,6630,6640,6480,6500,444100,6500
2021/6/30,6790,6820,6670,6670,406300,6670
2021/6/29,6870,6870,6760,6780,341400,6780
2021/6/28,6940,6970,6840,6850,402600,6850
2021/6/25,7130,7130,7030,7060,277700,7060
2021/6/24,6980,7050,6940,7050,169100,7050
2021/6/23,7030,7080,6930,7010,347900,7010
2021/6/22,6870,6980,6830,6940,592500,6940
2021/6/21,6820,6850,6540,6700,716000,6700
2021/6/18,6920,7040,6850,7010,637500,7010
2021/6/17,6970,6970,6810,6820,574000,6820
2021/6/16,7100,7130,7040,7040,407200,7040
2021/6/15,7210,7330,7170,7240,501000,7240
2021/6/14,7260,7310,7070,7120,404200,7120
2021/6/11,7200,7340,7140,7280,630600,7280
2021/6/10,7150,7290,7130,7230,375900,7230
2021/6/9,7270,7290,7060,7150,386500,7150
2021/6/8,7250,7380,7190,7360,519000,7360
2021/6/7,6990,7230,6960,7210,692800,7210
2021/6/4,6920,6940,6740,6740,409600,6740
2021/6/3,6850,6950,6800,6860,357100,6860
2021/6/2,6750,6980,6750,6950,392500,6950
2021/6/1,7120,7170,6890,6930,322700,6930
2021/5/31,7000,7030,6890,7020,344100,7020
2021/5/28,7060,7120,6990,7120,554900,7120
2021/5/27,6950,6960,6720,6880,838400,6880
2021/5/26,6720,7020,6720,7000,505600,7000
2021/5/25,6780,6830,6700,6810,490900,6810
2021/5/24,6450,6680,6450,6530,384900,6530
2021/5/21,6480,6630,6460,6510,601400,6510
2021/5/20,6260,6390,6240,6380,431600,6380
2021/5/19,6320,6400,6260,6280,533900,6280
2021/5/18,6290,6480,6220,6440,622000,6440
2021/5/17,6430,6460,6140,6240,584800,6240
2021/5/14,6250,6570,6220,6420,997200,6420
2021/5/13,6370,6400,6060,6090,644500,6090
2021/5/12,6450,6540,6280,6350,647600,6350
2021/5/11,6720,6740,6360,6360,544900,6360
2021/5/10,6560,6770,6510,6740,490500,6740
2021/5/7,6590,6590,6480,6540,504800,6540
2021/5/6,6450,6580,6420,6580,750500,6580
2021/4/30,6370,6550,6370,6520,560300,6520
2021/4/28,6470,6510,6410,6420,345000,6420
2021/4/27,6490,6620,6470,6560,401300,6560
2021/4/26,6460,6530,6450,6490,298900,6490
2021/4/23,6370,6480,6330,6450,283400,6450
2021/4/22,6480,6530,6320,6450,351300,6450
2021/4/21,6380,6400,6260,6390,513100,6390
2021/4/20,6670,6670,6480,6520,431700,6520
2021/4/19,6630,6760,6560,6750,349400,6750
2021/4/16,6710,6720,6590,6640,357500,6640
2021/4/15,6730,6750,6610,6680,207300,6680
2021/4/14,6660,6800,6610,6770,378400,6770
2021/4/13,6620,6710,6550,6660,421700,6660
2021/4/12,6910,6950,6620,6620,280400,6620
2021/4/9,6880,6980,6820,6880,591700,6880
2021/4/8,6660,6820,6610,6780,429200,6780
2021/4/7,6750,6750,6570,6630,494100,6630
2021/4/6,6890,6900,6680,6690,366600,6690
2021/4/5,6800,6870,6750,6860,356000,6860
2021/4/2,6800,6800,6680,6740,332400,6740
2021/4/1,6590,6780,6580,6760,425400,6760
2021/3/31,6650,6670,6580,6590,355900,6590
2021/3/30,6590,6730,6560,6600,391000,6600
2021/3/29,6690,6730,6600,6650,517700,6650
2021/3/26,6580,6680,6550,6640,488500,6640
2021/3/25,6380,6580,6370,6500,494800,6500
2021/3/24,6550,6670,6390,6390,627100,6390
2021/3/23,6700,6830,6640,6640,510200,6640
2021/3/22,6750,6810,6580,6740,633400,6740
2021/3/19,6980,7020,6810,6850,870300,6850
2021/3/18,7220,7290,7110,7110,501700,7110
2021/3/17,7200,7220,7040,7200,338500,7200
