日付,始値,高値,安値,終値,出来高,調整後終値
2021/7/2,3575,3615,3550,3555,388000,3555
2021/7/1,3565,3575,3525,3535,307300,3535
2021/6/30,3600,3625,3530,3545,296600,3545
2021/6/29,3575,3605,3535,3605,297300,3605
2021/6/28,3660,3680,3605,3620,255700,3620
2021/6/25,3670,3675,3595,3655,291400,3655
2021/6/24,3675,3685,3620,3620,298400,3620
2021/6/23,3700,3725,3670,3705,357600,3705
2021/6/22,3655,3720,3610,3720,506300,3720
2021/6/21,3510,3555,3480,3515,508100,3515
2021/6/18,3690,3690,3610,3615,476100,3615
2021/6/17,3685,3690,3630,3680,308000,3680
2021/6/16,3675,3700,3640,3655,368500,3655
2021/6/15,3665,3685,3630,3645,333600,3645
2021/6/14,3670,3730,3660,3675,299300,3675
2021/6/11,3700,3700,3610,3635,545100,3635
2021/6/10,3725,3760,3690,3710,554600,3710
2021/6/9,3700,3735,3685,3685,341500,3685
2021/6/8,3685,3725,3665,3690,377100,3690
2021/6/7,3700,3715,3640,3690,412100,3690
2021/6/4,3670,3750,3660,3730,732300,3730
2021/6/3,3580,3700,3580,3660,853700,3660
2021/6/2,3375,3580,3375,3560,601500,3560
2021/6/1,3425,3450,3350,3370,318500,3370
2021/5/31,3495,3505,3370,3375,454800,3375
2021/5/28,3470,3530,3465,3510,567500,3510
2021/5/27,3460,3480,3390,3405,1188000,3405
2021/5/26,3285,3435,3285,3425,678100,3425
2021/5/25,3275,3285,3240,3255,329200,3255
2021/5/24,3220,3265,3205,3245,509300,3245
2021/5/21,3255,3265,3205,3220,384200,3220
2021/5/20,3230,3285,3225,3240,458900,3240
2021/5/19,3210,3235,3195,3220,388500,3220
2021/5/18,3210,3265,3200,3245,566600,3245
2021/5/17,3230,3265,3185,3205,325700,3205
2021/5/14,3120,3230,3120,3215,620800,3215
2021/5/13,3160,3175,3080,3090,393200,3090
2021/5/12,3190,3220,3130,3160,452900,3160
2021/5/11,3260,3290,3210,3220,369400,3220
2021/5/10,3310,3380,3305,3320,606200,3320
2021/5/7,3350,3355,3270,3295,553300,3295
2021/5/6,3415,3500,3350,3355,804200,3355
2021/4/30,3340,3470,3340,3410,488400,3410
2021/4/28,3430,3435,3350,3355,432700,3355
2021/4/27,3455,3470,3415,3450,378900,3450
2021/4/26,3410,3495,3380,3470,390200,3470
2021/4/23,3305,3375,3285,3370,268100,3370
2021/4/22,3270,3335,3245,3315,236300,3315
2021/4/21,3275,3280,3220,3245,499700,3245
2021/4/20,3370,3370,3295,3315,595000,3315
